"ViajeId"	"MUESTRA"	"VALIDAR"	"GENERO"	"DISTAlt1"	"TIEMPOAlt1"	"CONG_A1"	"DISTAlt2"	"TIEMPOAlt2"	"CONG_A2"	"DISTAlt3"	"TIEMPOAlt3"	"CONG_A3"	"DISTEC"	"TIEMPOEC"	"Semaf_A1"	"Semaf_A2"	"Semaf_A3"	"Semaf_EC"	"CamFD_A1"	"CamFD_A2"	"CamFD_A3"	"CamFD_EC"	"ZER_A1"	"ZER_A2"	"ZER_A3"	"ZER_EC"	"MtrP_A1"	"MtrP_A2"	"MtrP_A3"	"MtrP_EC"	"Acc_EC"	"Acc_A1"	"Acc_A2"	"Acc_A3"	"Paneles_EC"	"Paneles_A1"	"Paneles_A2"	"Paneles_A3"	"INFOTRAFICO"	"PAVIMENTO"	"COSTO"	"CHOICE"	"Experiencia"	"PasoPeaton"	"UsoPito"	"CinSeg"	"FRbr"	"UsoDirec"	"EnfCond"	"AFrSem"	"CulFr"	"OmLmVel"	"IgPare"	"UsoCel"	"ComVrb"	"Ans"	"ComAfec"	"PrPer"	"AmbTr"	"StrC"	"ConCl"	"DispMob"	"JOVEN30"	"ADULTO40"	"ADULTO60"	"ADULTOMAYOR"	"EDUBASICA"	"EDUSUP"	"HPICO"	"HVALLE"	"CSECO"	"CLLUVIA"	"CONG_AB_A1"	"CONG_CD_A1"	"CONG_EF_A1"	"CONG_AB_A2"	"CONG_CD_A2"	"CONG_EF_A2"	"CONG_AB_A3"	"CONG_CD_A3"	"CONG_EF_A3"	"CONG_AB_EC"	"CONG_CD_EC"	"CONG_EF_EC"	"SININFOTRF"	"CONINFOTRF"	"USOCINTURON"	"NOUSOCINTURON"	"USODISPMOB"	"NOUSODISPMOB"	"NO_MTRP_A1"	"NO_MTRP_A2"	"NO_MTRP_A3"	"NO_MTRP_EC"	"SI_MTRP_A1"	"SI_MTRP_A2"	"SI_MTRP_A3"	"SI_MTRP_EC"	"NO_ZER_A1"	"NO_ZER_A2"	"NO_ZER_A3"	"NO_ZER_EC"	"SI_ZER_A1"	"SI_ZER_A2"	"SI_ZER_A3"	"SI_ZER_EC"	"HTRB_1"	"HTRB_2"	"HTRB_3"	"SEMF_A1_1"	"SEMF_A1_2"	"SEMF_A1_3"	"SEMF_A2_1"	"SEMF_A2_2"	"SEMF_A2_3"	"SEMF_A3_1"	"SEMF_A3_2"	"SEMF_A3_3"	"SEMF_EC_1"	"SEMF_EC_2"	"SEMF_EC_3"	"NO_CAMFD_A1"	"SI_CAMFD_A1"	"NO_CAMFD_A2"	"SI_CAMFD_A2"	"NO_CAMFD_A3"	"SI_CAMFD_A3"	"NO_CAMFD_EC"	"SI_CAMFD_EC"	"ACC_A1_0"	"ACC_A1_1"	"ACC_A1_2"	"ACC_A2_0"	"ACC_A2_1"	"ACC_A2_2"	"ACC_A3_0"	"ACC_A3_1"	"ACC_A3_2"	"ACC_EC_0"	"ACC_EC_1"	"ACC_EC_2"	"NO_PANEL_A1"	"SI_PANEL_A1"	"NO_PANEL_A2"	"SI_PANEL_A2"	"NO_PANEL_A3"	"SI_PANEL_A3"	"NO_PANEL_EC"	"SI_PANEL_EC"	"EXP_1"	"EXP_2"	"EXP_3"	"EXP_4"	"SEM_A1"	"SEM_A2"	"SEM_A3"	"SEM_EC"	"Panel_A1"	"Panel_A2"	"Panel_A3"	"Panel_EC"	"ZER_A1_km"	"ZER_A2_km"	"ZER_A3_km"	"ZER_EC_km"
"136"	"{8048E4FB-D9C8-E811-914C-74867AD5B714}"	1	0	1	10.9	33	3	11.5	32	3	11	36	3	9.56291023682288	34.8162333329519	23	23	6	8	8	6	3	3	2	0	0	0	2	2	1	1	0	2	0	0	2	1	2	2	2	1	16500	3	4	2	5	1	5	4	5	4	5	2	2	4	3	4	2	3	2	3	2	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	2.11009174311927	2	0.545454545454545	0.836565418045571	0.091743119266055	0.173913043478261	0.181818181818182	0.209141354511393	0.18348623853211	0	0	0
"137"	"{807822D3-22E4-E811-8FB7-74867AD5B714}"	1	0	1	6.6	17	3	6.2	18	3	8.2	21	2	5.76471081136373	16.1790666659673	14	15	23	24	2	3	4	4	2	3	3	0	1	1	2	2	0	0	0	0	0	1	1	1	1	2	15400	4	2	5	2	2	3	3	3	3	3	2	2	4	3	3	2	2	2	3	3	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	2.12121212121212	2.41935483870968	2.80487804878049	4.16326174639842	0.151515151515152	0.161290322580645	0.121951219512195	0	0.303030303030303	0.483870967741935	0.365853658536585	0
"138"	"{811FD924-FACB-E811-914C-74867AD5B714}"	1	0	1	5.7	17	3	5.7	20	3	6.1	22	3	4.07697656860609	16.886333334446	11	15	19	15	1	2	2	2	0	0	0	0	2	2	2	2	1	0	1	0	0	2	0	1	1	1	8500	2	5	3	1	2	1	4	1	1	1	3	1	3	4	3	2	2	4	2	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1.92982456140351	2.63157894736842	3.11475409836066	3.67919700974109	0.350877192982456	0	0.163934426229508	0	0	0	0	0
"139"	"{81558B4D-29D6-E811-8FB7-74867AD5B714}"	1	0	1	11	19	1	11.9	22	2	10.9	24	2	9.22150184260891	16.4587166666985	7	9	18	9	4	4	7	2	1	2	2	1	1	1	2	1	0	0	0	0	1	2	3	1	1	1	14200	1	5	4	1	2	1	4	1	1	1	1	1	2	5	1	1	1	1	1	2	5	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0.636363636363636	0.756302521008403	1.65137614678899	0.975979851613168	0.181818181818182	0.252100840336134	0.091743119266055	0.108442205734796	0.0909090909090909	0.168067226890756	0.18348623853211	0.108442205734796
"140"	"{8360258D-7AD9-E811-8FB7-74867AD5B714}"	1	0	1	5	19	3	6.1	21	3	6.4	22	3	4.12724916373471	21.3054500023524	12	14	15	12	1	1	2	1	1	1	1	3	2	2	2	2	0	0	0	0	0	0	0	0	1	1	10000	1	5	3	3	2	3	5	2	2	3	2	2	3	1	4	5	3	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	2.4	2.29508196721312	2.34375	2.90750558639433	0	0	0	0	0.2	0.163934426229508	0.15625	0.726876396598583
"141"	"{83C5893D-20D7-E811-8FB7-74867AD5B714}"	1	0	1	7.4	21	3	8.4	24	3	7.9	26	3	6.73501144267623	20.4967166662216	14	13	13	14	1	2	4	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	12400	1	4	4	2	2	2	5	2	2	4	2	2	2	4	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1.89189189189189	1.54761904761905	1.64556962025316	2.0786898610579	0.135135135135135	0.119047619047619	0.126582278481013	0	0	0	0	0
"142"	"{83DE382D-94CC-E811-914C-74867AD5B714}"	1	0	1	7.4	18	3	6.4	19	3	5.8	20	3	5.36682062574749	17.7477166652679	10	15	17	8	2	3	2	0	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	0	1	1	10500	4	5	5	2	2	2	5	2	2	2	2	2	2	2	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1.35135135135135	2.34375	2.93103448275862	1.490640466279	0	0	0	0	0.27027027027027	0.3125	0.344827586206897	0.37266011656975
"143"	"{83E43AF4-AACC-E811-914C-74867AD5B714}"	1	0	1	5.7	15	2	5.2	16	3	4.3	19	3	4.10715184084871	16.8716666658719	14	11	12	9	2	3	2	3	1	0	0	0	2	2	2	2	0	0	0	0	0	1	1	0	1	1	8500	4	1	4	2	2	2	5	2	2	4	2	2	2	3	1	1	1	1	1	1	4	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	2.45614035087719	2.11538461538462	2.7906976744186	2.19129955471532	0.175438596491228	0.192307692307692	0	0	0.175438596491228	0	0	0
"144"	"{84E86C38-63D1-E811-8FB7-74867AD5B714}"	1	0	1	5.7	11	2	5.6	13	3	6.3	16	2	5.727772685286	24.1589000026385	2	4	5	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	2	1	1	11600	4	2	5	2	1	2	5	2	2	4	2	2	2	3	3	1	1	1	3	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0.350877192982456	0.714285714285714	0.793650793650794	1.57129140671381	0.175438596491228	0.178571428571429	0.317460317460317	0	0	0	0	0
"145"	"{85409A0D-D4AB-E811-BDF0-74867AD5B714}"	1	0	1	4.3	15	2	5.2	16	2	6.4	18	3	2.60029197865595	13.3929000020027	11	12	4	8	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	7400	1	5	2	4	2	4	4	4	4	5	5	5	2	4	3	3	4	5	4	4	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	2.55813953488372	2.30769230769231	0.625	3.07657757885138	0	0	0.15625	0	0	0	0	0
"146"	"{8549CD86-9DC9-E811-914C-74867AD5B714}"	1	0	1	8.4	25	3	9.4	32	3	8.1	33	3	7.46425890192473	31.9118333339691	12	13	16	11	3	4	6	4	0	1	2	1	0	0	1	0	0	0	0	0	1	2	2	2	1	1	13800	2	5	1	1	1	1	4	1	1	4	1	1	2	3	1	1	2	1	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1.42857142857143	1.38297872340426	1.97530864197531	1.47368950414669	0.238095238095238	0.212765957446809	0.246913580246914	0.133971773104245	0	0.106382978723404	0.246913580246914	0.133971773104245
"147"	"{8731EC5E-72DF-E811-8FB7-74867AD5B714}"	1	0	1	7	16	1	6.5	17	2	6.6	20	2	6.53960649587997	22.1755499998728	14	15	20	14	2	2	3	2	1	0	1	0	1	1	2	2	0	0	0	0	0	1	0	0	1	1	14000	2	5	5	3	1	2	5	3	2	2	2	2	3	5	4	2	3	3	4	1	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	2	2.30769230769231	3.03030303030303	2.14080159239247	0.142857142857143	0	0	0	0.142857142857143	0	0.151515151515152	0
"148"	"{8791E8C8-38CE-E811-914C-74867AD5B714}"	1	0	1	6.3	25	3	5.8	28	3	5.7	28	3	6.3981833403785	22.5513333320618	18	17	16	13	0	3	2	1	0	0	0	0	2	1	1	1	0	0	0	0	0	0	1	1	1	1	12300	1	1	5	2	2	2	5	2	2	2	2	2	2	3	1	1	1	3	1	1	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	2.85714285714286	2.93103448275862	2.80701754385965	2.03182674024951	0	0.172413793103448	0.175438596491228	0	0	0	0	0
"149"	"{8850F46E-EFC7-E811-914C-74867AD5B714}"	1	0	1	5.8	16	2	5.4	18	2	6	20	3	5.8934678265633	17.8085666656494	10	12	18	19	3	1	3	5	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	1	1	12200	4	1	2	5	2	4	4	5	2	4	2	2	4	5	3	1	2	2	3	1	6	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1.72413793103448	2.22222222222222	3	3.22390832683643	0	0	0	0	0	0	0	0
"150"	"{8A829696-5DC2-E811-914C-74867AD5B714}"	1	0	1	9.4	20	0	9.7	21	0	8.2	22	0	9.45729067027372	23.7859500010808	8	5	16	8	2	3	3	2	0	0	3	0	1	2	2	1	0	0	0	0	1	2	2	2	2	2	15500	1	5	1	2	1	2	2	1	4	2	2	2	2	2	4	4	5	5	3	4	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0.851063829787234	0.515463917525773	1.95121951219512	0.845908228785407	0.212765957446809	0.206185567010309	0.24390243902439	0.105738528598176	0	0	0.365853658536585	0
"151"	"{8AA81BED-04D6-E811-8FB7-74867AD5B714}"	1	0	1	5.8	15	2	5.4	18	2	6	19	3	5.24397028246497	17.1452666680018	16	13	20	13	3	2	4	2	0	0	0	0	1	1	2	1	0	1	0	0	0	0	0	0	2	2	10200	2	5	4	4	2	4	5	4	2	4	2	2	4	5	2	1	2	2	3	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	2.75862068965517	2.40740740740741	3.33333333333333	2.47903769467764	0	0	0	0	0	0	0	0
"152"	"{8B51EAA6-A6CC-E811-914C-74867AD5B714}"	1	0	1	5.8	16	2	7.4	17	2	6.7	19	2	4.61750955657129	13.1595666646957	10	12	14	15	2	4	2	0	0	0	0	0	2	0	2	2	1	0	0	0	0	0	0	1	1	1	9800	4	2	4	1	2	1	4	1	1	1	1	1	2	5	1	1	3	3	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	1.72413793103448	1.62162162162162	2.08955223880597	3.24850437583895	0	0	0.149253731343284	0	0	0	0	0
"153"	"{8C6DDF29-1BB2-E811-BDF0-74867AD5B714}"	1	0	1	5.7	14	2	5.9	16	2	6.8	14	1	6.18920565045936	16.8668333331744	9	8	12	9	2	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	10500	1	5	2	2	2	3	5	3	3	3	5	2	2	4	4	2	4	4	3	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1.57894736842105	1.35593220338983	1.76470588235294	1.45414460405465	0.175438596491228	0	0	0.161571622672738	0	0	0	0
"154"	"{8CFD31BF-0ECC-E811-914C-74867AD5B714}"	1	0	1	4.8	22	3	5	22	3	5.1	23	3	4.76028282418445	31.7712166666985	14	14	16	15	2	3	2	2	0	0	0	1	1	1	1	2	1	1	0	0	0	0	0	0	1	2	10200	1	5	2	1	1	2	4	1	2	2	1	1	1	5	3	2	3	1	3	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	2.91666666666667	2.8	3.13725490196078	3.15107327736769	0	0	0	0	0	0	0	0.210071551824512
"155"	"{8E1A1FA9-4AE7-E811-8FB7-74867AD5B714}"	1	0	1	6.3	15	2	6.3	15	0	6.3	15	0	5.80651329126991	26.4419000029564	13	13	13	18	3	999	999	4	0	0	0	0	2	999	999	1	0	0	999	999	0	0	0	0	1	1	12000	4	5	4	2	1	2	5	2	2	4	2	2	4	3	1	2	1	1	1	5	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	1	2.06349206349206	2.06349206349206	2.06349206349206	3.09996707095513	0	0	0	0	0	0	0	0
"156"	"{8EFF97DB-BAC0-E811-914C-74867AD5B714}"	1	0	1	5.9	14	0	4.8	16	0	7.1	18	0	4.80826888443178	15.9587166666985	12	12	7	12	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9600	2	4	5	2	2	2	5	2	4	4	2	2	2	2	4	1	2	4	1	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	2.03389830508475	2.5	0.985915492957746	2.49570069570228	0	0	0	0	0	0	0	0
"157"	"{90244FAC-8DE2-E811-8FB7-74867AD5B714}"	1	0	1	5.9	14	2	5.8	14	2	5.5	13	3	4.66913890251942	12.368833331267	16	20	11	14	4	3	3	3	1	0	0	1	2	2	2	1	0	0	0	0	0	0	0	0	1	1	9300	4	3	4	2	2	2	5	2	2	4	2	2	2	2	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	2.71186440677966	3.44827586206897	2	2.99841154702974	0	0	0	0	0.169491525423729	0	0	0.214172253359267
"158"	"{915169DF-52CB-E811-914C-74867AD5B714}"	1	0	1	6.7	14	3	5	19	3	6.7	14	0	5.00140286421423	22.4842666665713	5	17	5	12	1	1	999	1	0	2	0	2	0	2	999	2	0	0	0	999	0	1	1	1	1	1	10600	1	3	2	1	2	1	2	1	1	2	1	1	2	5	2	2	3	1	3	1	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0.746268656716418	3.4	0.746268656716418	2.39932681405486	0.149253731343284	0.2	0.149253731343284	0	0	0.4	0	0.399887802342477
"159"	"{92BEDF72-A2D3-E811-8FB7-74867AD5B714}"	1	0	1	5.6	15	2	6.7	14	2	6.2	16	2	4.42455194303919	21.7278333346049	11	7	10	14	1	1	2	1	0	0	0	0	2	1	1	1	0	0	0	0	2	1	2	0	1	1	10500	4	1	4	1	2	1	4	1	1	1	1	1	2	5	2	1	2	2	1	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1.96428571428571	1.04477611940298	1.61290322580645	3.16416219771702	0.178571428571429	0.298507462686567	0	0.452023171102432	0	0	0	0
"160"	"{93122F95-D9DE-E811-8FB7-74867AD5B714}"	1	0	1	6	17	3	5.1	19	3	5.4	21	3	3.83578199020174	19.3004999995232	13	12	13	13	3	1	2	2	0	0	2	0	1	1	2	2	0	0	0	0	1	0	0	1	1	1	10500	3	5	4	1	2	1	4	1	1	1	1	1	4	5	3	2	2	3	1	1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	2.16666666666667	2.35294117647059	2.40740740740741	3.38913943316061	0	0	0.185185185185185	0.260703033320047	0	0	0.37037037037037	0
"161"	"{932D2E34-1ED7-E811-8FB7-74867AD5B714}"	1	0	1	3.8	12	2	4	15	3	5	16	3	3.36504727107181	11.9347166697184	4	7	15	5	1	1	3	1	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	1	1	6900	1	3	2	1	2	1	4	1	1	2	2	1	1	4	1	1	4	4	1	1	4	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1.05263157894737	1.75	3	1.4858632278314	0	0	0	0	0	0	0	0
"162"	"{95351185-E5C0-E811-914C-74867AD5B714}"	1	0	1	6.5	17	0	6.1	18	0	6.3	22	0	6.42238236534916	16.1440000017484	23	20	21	23	6	3	5	6	1	0	0	1	2	2	2	2	1	0	0	0	1	1	0	0	1	1	12300	1	5	2	2	1	4	4	2	4	4	2	2	2	2	2	2	2	2	2	1	6	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	1	3.53846153846154	3.27868852459016	3.33333333333333	3.58122557823596	0.153846153846154	0	0	0.155705459923303	0.153846153846154	0	0	0.155705459923303
"163"	"{968C85AE-09B2-E811-BDF0-74867AD5B714}"	1	0	1	4.5	17	3	6	20	3	5.7	19	3	4.50470298744854	18.6548333366712	10	11	12	9	0	0	1	0	0	0	0	0	2	2	2	1	0	1	1	1	0	0	0	0	1	2	8000	1	5	1	4	1	4	3	3	4	4	3	3	5	3	4	5	5	5	5	5	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	2.22222222222222	1.83333333333333	2.10526315789474	1.99791196557836	0	0	0	0	0	0	0	0
"164"	"{9714F89A-77E3-E811-8FB7-74867AD5B714}"	1	0	1	7.1	21	3	6.9	28	3	6.4	30	3	6.09304543237046	34.8774500012398	15	12	9	5	4	2	2	1	5	0	5	0	2	2	2	1	0	0	0	0	0	1	0	0	1	1	12500	4	5	4	2	1	4	2	4	4	4	4	4	4	5	2	1	3	1	3	1	3	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	2.11267605633803	1.73913043478261	1.40625	0.820607700286716	0.140845070422535	0	0	0	0.704225352112676	0	0.78125	0
